title,PublishedAt,ID,views,likes,comments,Last_updated_Date
정승제 생선님이 시구한 잠실은 LG땅🎶 [트윈스REC],2024-09-09T03:00:23Z,gQKMT4aGQqY,26212,1369,86,2024-11-26
상상이 현실이 된 선데이 메가트윈스포♥ 9월 8일 [덕아웃 직캠],2024-09-09T01:00:25Z,rTN05oonMe0,67202,2839,248,2024-11-26
#LG트윈스 박해민 1500경기 출장 달성 기념 시상식🏅,2024-09-08T14:30:10Z,F6hJCksQ-Do,15822,917,81,2024-11-26
#LG트윈스 유격수 이영빈이 만든 두 번의 더블 플레이🫳🫳,2024-09-08T12:50:00Z,NzFZkPgwkbc,72074,3038,143,2024-11-26
4안타 듀오✌️✌️ 홍창기&이영빈의 [트윈스WIN터뷰],2024-09-08T12:30:09Z,Fg1ot3bQhDQ,26505,1697,178,2024-11-26
"#LG트윈스 팬들 마음도 홈도 훔치는 문보경, 트리플스틸 성공3️⃣",2024-09-08T12:20:00Z,7m54uVlLiTQ,44063,2460,87,2024-11-26
"#LG트윈스 트윈스의 영건 이영빈의 데뷔 첫 잠실 홈런, 그리고 첫 연타석 홈런🏍️",2024-09-08T11:49:14Z,IuIe6prAZcc,51353,3331,92,2024-11-26
9월 8일 한화 vs LG [2024 정규시즌 하이라이트],2024-09-08T10:33:25Z,JPJ14kLutd8,54682,1607,120,2024-11-26
#LG트윈스 임찬규가 밝히는 장염 투혼의 그날..,2024-09-08T03:00:12Z,NE3f033mv8o,104321,4428,69,2024-11-26
오스틴 121타점! 또 한 번의 역사를 만들다⭐ 9월 7일 [덕아웃 직캠],2024-09-08T01:00:16Z,X6IcCvpmJZY,48289,1870,134,2024-11-26
훌륭한 팀 승리‼️ 오지환&엔스의 [트윈스WIN터뷰],2024-09-07T13:00:59Z,5msFWqpdSXE,14596,773,56,2024-11-26
#LG트윈스 미소년 시절 추억의 오지환 등장곡 다 같이 외쳐👏,2024-09-07T12:45:03Z,odVtnAYRXRc,53948,2124,67,2024-11-26
#LG트윈스 만루 위기에서 삼진! 믿고 보는 킹진성👑,2024-09-07T12:15:34Z,znS_6r7X83U,25362,1472,70,2024-11-26
