title,PublishedAt,ID,URL,views,likes,comments,Last_updated_Date
73분 중단에도 5이닝 무실점! 연타석 홈런!｜9월 6일 KIA vs 키움 하이라이트,2024-09-07 00:17,lhThBwikcZk,https://www.youtube.com/watch?v=lhThBwikcZk,59954,1651,113,2024-11-25
서건창이 또 끝냈습니다! + 라우어 퀄리티 스타트! | 9월 5일 KIA vs 한화 챔필덕관,2024-09-06 12:12,I6APaRr2eyA,https://www.youtube.com/watch?v=I6APaRr2eyA,106668,3515,240,2024-11-25
"10회말 안타, 희생번트, 그리고...!!!｜9월 5일 KIA vs 한화 하이라이트",2024-09-05 23:50,XeiHxAi8V1I,https://www.youtube.com/watch?v=XeiHxAi8V1I,58371,1820,193,2024-11-25
[직캠] 서건창 끝내기 안타!!!!!,2024-09-05 22:57,JF7zsD5tZzQ,https://www.youtube.com/watch?v=JF7zsD5tZzQ,93787,3850,301,2024-11-25
우주소녀 시구 선생님 반응,2024-09-04 17:44,bMadx20lcIA,https://www.youtube.com/watch?v=bMadx20lcIA,90719,2728,53,2024-11-25
홈 신기록 + 좌완 최초 10시즌 150이닝 🎉 | 9월 3일 KIA vs LG 챔필덕관,2024-09-04 12:12,I63JLMgN4Ao,https://www.youtube.com/watch?v=I63JLMgN4Ao,90696,2887,271,2024-11-25
홈 최다 관중 달성! 3연승! ｜9월 3일 KIA vs LG 하이라이트,2024-09-03 23:12,2Y63Zb6Ia7M,https://www.youtube.com/watch?v=2Y63Zb6Ia7M,70724,1686,204,2024-11-25
🎊 타이거즈 시즌 최다 홈 관중 신기록 🎊,2024-09-03 21:53,USDC6NZO35s,https://www.youtube.com/watch?v=USDC6NZO35s,37133,2548,173,2024-11-25
'분위기 끌어올려🔥‘ 타이거즈 철권 대회 (본문 참고),2024-09-02 18:30,RiZzT4ru-0o,https://www.youtube.com/watch?v=RiZzT4ru-0o,243486,6842,609,2024-11-25
KIA 타이거즈는 진짜 유명한 1위 맛집임 ｜ 9월 1일 KIA vs 삼성 하이라이트,2024-09-01 18:41,f6shbPSJNTg,https://www.youtube.com/watch?v=f6shbPSJNTg,196259,3885,392,2024-11-25
"찬호 둘째 이름은?, 형우의 퓨처스 기념구, EV3 받은 소감 포함 💪🏻 더그아웃비하인드",2024-09-01 01:00,_hsANfofYw8,https://www.youtube.com/watch?v=_hsANfofYw8,207537,4960,267,2024-11-25
이겼습니다! ｜8월 31일 KIA vs 삼성 하이라이트,2024-08-31 23:40,bNvONkgX62c,https://www.youtube.com/watch?v=bNvONkgX62c,271923,4108,465,2024-11-25
“아임 에릭 투(?)” 에릭 스타우트 합류,2024-08-29 18:32,1GVpHdsvXBE,https://www.youtube.com/watch?v=1GVpHdsvXBE,129277,3791,477,2024-11-25
저력을 믿고 전력을 다해 오늘도 승리! 100만 관중 돌파! ｜8월 28일 KIA vs SSG 챔필덕관,2024-08-29 11:30,L0vHVQ2rqRQ,https://www.youtube.com/watch?v=L0vHVQ2rqRQ,85203,2625,123,2024-11-25
'이미 선택된 좌석입니다' 이것 뭐예요~? 🍇｜곽도규의 주말 챔필 티켓팅,2024-08-29 01:04,AfPaDw2upuk,https://www.youtube.com/watch?v=AfPaDw2upuk,132380,3467,196,2024-11-25
선발 전원 안타🔥 + 김도영 최연소 최다 홈런｜8월 28일 KIA vs SSG 하이라이트,2024-08-29 00:36,PGM2XqUPVYc,https://www.youtube.com/watch?v=PGM2XqUPVYc,47045,1333,99,2024-11-25
복귀전 첫 타석에서 홈런을 치는 선수가 있다? | 8월 27일 챔필덕관,2024-08-28 12:00,_il91ub9bFc,https://www.youtube.com/watch?v=_il91ub9bFc,100982,3096,177,2024-11-25
단비같은 강우콜드 승리 ☔❤️｜8월 27일 KIA vs SSG 하이라이트,2024-08-27 23:13,BR2O5qLa_Uo,https://www.youtube.com/watch?v=BR2O5qLa_Uo,47376,1729,129,2024-11-25
데뷔 첫 1군 '유지성'을 소개합니다,2024-08-27 22:04,9z-OhetRKNs,https://www.youtube.com/watch?v=9z-OhetRKNs,63753,3235,141,2024-11-25
‘승리만 보인단 말이야‘ FT아일랜드 & 우성 딸 로아 갸티비 데뷔 👶🏻🎊,2024-08-27 12:00,gnTUj-N9ruY,https://www.youtube.com/watch?v=gnTUj-N9ruY,64903,2405,159,2024-11-25
"다시 힘내봅시다! 우리의 내일도, 네일의 내일도 파이팅!  | 선수단이 네일에게 보낸 영상 편지 💌",2024-08-26 21:00,6zQt-oZF8sg,https://www.youtube.com/watch?v=6zQt-oZF8sg,326298,17998,3641,2024-11-25
우리에겐 쨍쨍할 미래뿐! ☀ 다시 몸 만들고 있는 함평 퓨처스 근황 check,2024-08-26 18:30,RDgOq1DkTGo,https://www.youtube.com/watch?v=RDgOq1DkTGo,100882,2976,258,2024-11-25
네일이 큰 부상 없이 건강하게 돌아오도록 응원해주세요｜8월 24일 KIA vs NC 하이라이트,2024-08-24 22:56,RDCGqg2ZzaY,https://www.youtube.com/watch?v=RDCGqg2ZzaY,109001,3040,800,2024-11-25
팀 컬러 '1등' 💐 70승 선착! ｜8월 22일 KIA vs 롯데 챔필덕관,2024-08-23 12:00,WUBd4Vc7_f8,https://www.youtube.com/watch?v=WUBd4Vc7_f8,116265,3472,440,2024-11-25
70승 선착! 6연승! 8월 22일 기아 vs 롯데 하이라이트,2024-08-22 23:55,4J4WYvbvJBc,https://www.youtube.com/watch?v=4J4WYvbvJBc,64175,1904,195,2024-11-25
양현종 KBO 최다 탈삼진 달성 그 이후🎉 ｜홈인갸톡,2024-08-22 18:42,pQZMe1okf-A,https://www.youtube.com/watch?v=pQZMe1okf-A,39768,2071,129,2024-11-25
(양현종 축하 파티 포함) 19분으로 넉넉히 준비했습니다🎉🎂 8월 21일 KIA vs 롯데 챔필덕관,2024-08-22 12:26,6E9eMK-tw-8,https://www.youtube.com/watch?v=6E9eMK-tw-8,170821,4699,640,2024-11-25
5연승 질주! 8월 21일 KIA vs 롯데 경기 하이라이트,2024-08-21 23:56,ByxpdghYPjc,https://www.youtube.com/watch?v=ByxpdghYPjc,95938,2288,194,2024-11-25
"’고민될 땐 둘 다~♥‘ 김도영 KBO 최초 월간 10-10, 사이클링히트 유니폼 착용샷 공개",2024-08-21 17:32,JKWpOLiy-eQ,https://www.youtube.com/watch?v=JKWpOLiy-eQ,148558,4912,507,2024-11-25
이준영 다소 흥이 많은 편,2024-08-19 18:53,QSLRtJ_m9Bs,https://www.youtube.com/watch?v=QSLRtJ_m9Bs,63740,3047,55,2024-11-25
